service_id,date,exception_type
039-24-1300102024-AUE#B,20241016,2
039-24-1300102024-AUE#B,20241023,2
039-24-1400012025-AUE#B,20250108,2
039-24-1400122024-AUE#B,20241204,2
039-24-1400122024-AUE#B,20241211,2
039-24-1400122024-AUE#B,20241218,2
039-30-1305102024-ZWB#B,20241010,2
039-30-1305102024-ZWB#B,20241017,2
039-30-1305102024-ZWB#B,20241024,2
039-30-1400102024-C#B,20241002,2
039-30-1400102024-C#B,20241003,2
039-30-1405012025-ZWB#B,20250109,2
039-30-1405122024-ZWB#B,20241209,2
039-30-1405122024-ZWB#B,20241210,2
039-30-1405122024-ZWB#B,20241212,2
039-30-1405122024-ZWB#B,20241216,2
039-30-1405122024-ZWB#B,20241217,2
039-30-1405122024-ZWB#B,20241219,2
039-30-1500122024-C#B,20241203,2
039-30-1500122024-C#B,20241210,2
039-85-0700102024-B#AUE,20241009,2
039-85-0700102024-B#AUE,20241016,2
039-85-0700102024-B#AUE,20241023,2
039-85-0800012025-B#AUE,20250108,2
039-85-0800122024-B#AUE,20241204,2
039-85-0800122024-B#AUE,20241211,2
039-85-0800122024-B#AUE,20241218,2
040-1-0415122024-INN#MUC,20241224,2
040-1-0415122024-INN#MUC,20241225,2
040-11-1830122024-INN#M,20241224,2
040-11-1830122024-INN#M,20241225,2
040-17-1215122024-INN#MUC,20241224,2
040-17-1215122024-INN#MUC,20241225,2
040-18-1610122024-MUC#INN,20241224,2
040-18-1610122024-MUC#INN,20241225,2
040-20-1820122024-MUC#INN,20241224,2
040-20-1820122024-MUC#INN,20241225,2
040-22-1900102024-MUC#INN,20241008,2
040-22-1900102024-MUC#INN,20241009,2
040-22-1900102024-MUC#INN,20241015,2
040-22-1900102024-MUC#INN,20241016,2
040-22-1900102024-MUC#INN,20241022,2
040-22-1900102024-MUC#INN,20241023,2
040-22-2000012025-MUC#INN,20250109,2
040-22-2000122024-MUC#INN,20241202,2
040-22-2000122024-MUC#INN,20241205,2
040-22-2000122024-MUC#INN,20241209,2
040-22-2000122024-MUC#INN,20241212,2
040-25-0815122024-INN#MUC,20241224,2
040-25-0815122024-INN#MUC,20241225,2
040-28-1205122024-MUC#INN,20241224,2
040-28-1205122024-MUC#INN,20241225,2
040-4-0750122024-MUC#INN,20241224,2
040-4-0750122024-MUC#INN,20241225,2
040-8-1410122024-MUC#INN,20241224,2
040-8-1410122024-MUC#INN,20241225,2
040-9-1515102024-INN#MUC,20241008,2
040-9-1515102024-INN#MUC,20241009,2
040-9-1515102024-INN#MUC,20241015,2
040-9-1515102024-INN#MUC,20241016,2
040-9-1515102024-INN#MUC,20241022,2
040-9-1515102024-INN#MUC,20241023,2
040-9-1615012025-INN#MUC,20250109,2
040-9-1615122024-INN#MUC,20241202,2
040-9-1615122024-INN#MUC,20241205,2
040-9-1615122024-INN#MUC,20241209,2
040-9-1615122024-INN#MUC,20241212,2
044-1-1300082024-B#OL,20240813,2
044-1-1300082024-B#OL,20240814,2
044-1-1300082024-B#OL,20240820,2
044-1-1300082024-B#OL,20240821,2
044-1-1300082024-B#OL,20240827,2
044-1-1300082024-B#OL,20240828,2
044-1-1400012025-B#OL,20250108,2
044-1-1400012025-B#OL,20250109,2
044-1-1400122024-B#OL,20241205,2
044-1-1400122024-B#OL,20241212,2
044-2-0610082024-OL#B,20240813,2
044-2-0610082024-OL#B,20240814,2
044-2-0610082024-OL#B,20240820,2
044-2-0610082024-OL#B,20240821,2
044-2-0610082024-OL#B,20240827,2
044-2-0610082024-OL#B,20240828,2
044-2-0710012025-OL#B,20250108,2
044-2-0710012025-OL#B,20250109,2
044-2-0710122024-OL#B,20241205,2
044-2-0710122024-OL#B,20241212,2
049-1-0740102024-B#HLHT,20241008,2
049-1-0740102024-B#HLHT,20241009,2
049-1-0740102024-B#HLHT,20241015,2
049-1-0740102024-B#HLHT,20241016,2
049-1-0840012025-B#HL,20250108,2
049-1-0840122024-B#HLHT,20241203,2
049-1-0840122024-B#HLHT,20241204,2
049-1-0840122024-B#HLHT,20241210,2
049-1-0840122024-B#HLHT,20241211,2
049-32-1400102024-HLHT#B,20241008,2
049-32-1400102024-HLHT#B,20241009,2
049-32-1400102024-HLHT#B,20241015,2
049-32-1400102024-HLHT#B,20241016,2
049-32-1500012025-HL#B,20250108,2
049-32-1500122024-HLHT#B,20241203,2
049-32-1500122024-HLHT#B,20241204,2
049-32-1500122024-HLHT#B,20241210,2
049-32-1500122024-HLHT#B,20241211,2
050-1-0715102024-B#HH,20241003,2
050-1-0715102024-B#HH,20241009,2
050-1-0715102024-B#HH,20241016,2
050-1-0715102024-B#HH,20241023,2
050-12-1300102024-HH#B,20241009,2
050-12-1300102024-HH#B,20241016,2
050-12-1300102024-HH#B,20241023,2
050-18-1800102024-HH#B,20241010,2
050-18-1800102024-HH#B,20241017,2
050-3-0915102024-B#HH,20241009,2
050-3-0915102024-B#HH,20241010,2
050-3-0915102024-B#HH,20241016,2
050-3-0915102024-B#HH,20241017,2
050-33-1200092024-B#FL,20240909,2
050-33-1200092024-B#FL,20240916,2
050-33-1200092024-B#FL,20240923,2
050-33-1300102024-B#FL,20241009,2
050-33-1300102024-B#FL,20241010,2
050-33-1300102024-B#FL,20241013,2
050-33-1300102024-B#FL,20241016,2
050-33-1300102024-B#FL,20241017,2
050-33-1300102024-B#FL,20241020,2
050-33-1300102024-B#FL,20241023,2
050-33-1300102024-B#FL,20241024,2
050-33-1300102024-B#FL,20241028,2
050-4-0630092024-HH#B,20240902,2
050-5-0945102024-B#HH,20241002,2
050-6-0700092024-HH#B,20240909,2
050-6-0700092024-HH#B,20240916,2
050-6-0700092024-HH#B,20240923,2
050-8-1100102024-HH#B,20241012,2
050-8-1100102024-HH#B,20241019,2
052-52-0730012025-G#B,20250108,2
052-52-0730122024-G#B,20241203,2
052-52-0730122024-G#B,20241204,2
052-52-0730122024-G#B,20241210,2
052-52-0730122024-G#B,20241211,2
052-53-1515012025-B#G,20250108,2
052-53-1515122024-B#G,20241203,2
052-53-1515122024-B#G,20241204,2
052-53-1515122024-B#G,20241210,2
052-53-1515122024-B#G,20241211,2
056-174-1115122024-AMD#WTB,20241204,2
056-174-1115122024-AMD#WTB,20241211,2
056-174-1115122024-AMD#WTB,20241218,2
056-174-1115122024-AMD#WTB,20241223,2
056-197-0835102024-WTB#AMD,20241003,2
056-197-0835102024-WTB#AMD,20241009,2
056-197-0835102024-WTB#AMD,20241016,2
056-197-0835102024-WTB#AMD,20241023,2
056-50-1815102024-AMD#DO,20241010,2
056-50-1815102024-AMD#DO,20241017,2
056-50-1815102024-AMD#DO,20241024,2
056-70-0930102024-AMD#DO,20241010,2
056-70-0930102024-AMD#DO,20241017,2
056-70-0930102024-AMD#DO,20241024,2
056-70-1030122024-AMD#DO,20241202,2
056-70-1030122024-AMD#DO,20241203,2
056-70-1030122024-AMD#DO,20241209,2
056-70-1030122024-AMD#DO,20241210,2
056-70-1030122024-AMD#DO,20241216,2
056-70-1030122024-AMD#DO,20241217,2
056-71-0420102024-DO#AMD,20241003,2
056-71-0520122024-DO#AMD,20241223,2
056-71-0520122024-DO#AMD,20241224,2
056-73-0410102024-DO#AMD,20241010,2
056-73-0410102024-DO#AMD,20241017,2
056-73-0410102024-DO#AMD,20241024,2
056-73-0510122024-DO#AMD,20241202,2
056-73-0510122024-DO#AMD,20241203,2
056-73-0510122024-DO#AMD,20241209,2
056-73-0510122024-DO#AMD,20241210,2
056-73-0510122024-DO#AMD,20241216,2
056-73-0510122024-DO#AMD,20241217,2
056-74-1015102024-AMD#DO,20241003,2
056-74-1115122024-AMD#DO,20241224,2
056-74-1115122024-AMD#DO,20241225,2
056-80-1300102024-AMD#DO,20241003,2
056-80-1300102024-AMD#DO,20241009,2
056-80-1300102024-AMD#DO,20241016,2
056-80-1300102024-AMD#DO,20241023,2
056-80-1400122024-AMD#DO,20241204,2
056-80-1400122024-AMD#DO,20241211,2
056-80-1400122024-AMD#DO,20241218,2
056-80-1400122024-AMD#DO,20241223,2
056-81-0610102024-DO#AMD,20241010,2
056-81-0610102024-DO#AMD,20241017,2
056-81-0610102024-DO#AMD,20241024,2
056-81-0710122024-DO#AMD,20241202,2
056-81-0710122024-DO#AMD,20241203,2
056-81-0710122024-DO#AMD,20241209,2
056-81-0710122024-DO#AMD,20241210,2
056-81-0710122024-DO#AMD,20241216,2
056-81-0710122024-DO#AMD,20241217,2
056-82-1300102024-AMD#DO,20241010,2
056-82-1300102024-AMD#DO,20241017,2
056-82-1300102024-AMD#DO,20241024,2
056-82-1400122024-AMD#DO,20241202,2
056-82-1400122024-AMD#DO,20241203,2
056-82-1400122024-AMD#DO,20241209,2
056-82-1400122024-AMD#DO,20241210,2
056-82-1400122024-AMD#DO,20241216,2
056-82-1400122024-AMD#DO,20241217,2
056-85-0650102024-DO#AMD,20241003,2
056-85-0650102024-DO#AMD,20241009,2
056-85-0650102024-DO#AMD,20241016,2
056-85-0650102024-DO#AMD,20241023,2
056-85-0750122024-DO#AMD,20241204,2
056-85-0750122024-DO#AMD,20241211,2
056-85-0750122024-DO#AMD,20241218,2
056-85-0750122024-DO#AMD,20241223,2
056-86-1545102024-AMD#DO,20241010,2
056-86-1545102024-AMD#DO,20241017,2
056-86-1545102024-AMD#DO,20241024,2
056-86-1645122024-AMD#DO,20241202,2
056-86-1645122024-AMD#DO,20241203,2
056-86-1645122024-AMD#DO,20241209,2
056-86-1645122024-AMD#DO,20241210,2
056-86-1645122024-AMD#DO,20241216,2
056-86-1645122024-AMD#DO,20241217,2
056-87-1000102024-DO#AMD,20241010,2
056-87-1000102024-DO#AMD,20241017,2
056-87-1000102024-DO#AMD,20241024,2
056-87-1100122024-DO#AMD,20241202,2
056-87-1100122024-DO#AMD,20241203,2
056-87-1100122024-DO#AMD,20241209,2
056-87-1100122024-DO#AMD,20241210,2
056-87-1100122024-DO#AMD,20241216,2
056-87-1100122024-DO#AMD,20241217,2
056-88-1645102024-AMD#DO,20241003,2
056-88-1745012025-AMD#DO,20250108,2
056-88-1745122024-AMD#DO,20241203,2
056-88-1745122024-AMD#DO,20241204,2
056-88-1745122024-AMD#DO,20241210,2
056-88-1745122024-AMD#DO,20241211,2
056-88-1745122024-AMD#DO,20241223,2
056-88-1745122024-AMD#DO,20241224,2
056-97-1100102024-DO#AMD,20241002,2
056-97-1200122024-DO#AMD,20241203,2
056-97-1200122024-DO#AMD,20241204,2
056-97-1200122024-DO#AMD,20241210,2
056-97-1200122024-DO#AMD,20241211,2
056-97-1200122024-DO#AMD,20241223,2
056-97-1200122024-DO#AMD,20241224,2
056-99-1340102024-DO#AMD,20241010,2
056-99-1340102024-DO#AMD,20241017,2
056-99-1340102024-DO#AMD,20241024,2
057-10-1150122024-ST2#B,20241224,2
057-1-0910122024-BLB#ST2,20241225,2
057-11-2140122024-B#ST2,20241224,2
057-12-1335122024-ST2#B,20241224,2
057-122-1445122024-ST2#B,20241224,2
057-13-0700122024-B#ST2,20241225,2
057-14-1640122024-ST2#B,20241224,2
057-15-0520122024-B#ST2,20241225,2
057-2-0050122024-ST2#B,20241225,2
057-21-1100122024-B#ST2,20241225,2
057-3-0940122024-B#ST2,20241225,2
057-39-1920122024-B#ST2,20241224,2
057-4-0250122024-ST2#B,20241225,2
057-44-0350122024-ST2#B,20241225,2
057-46-0300122024-KIN#B,20241225,2
057-46-0300122024-KIN#B,20241226,2
057-6-0445122024-ST2#BLB,20241225,2
057-66-0645122024-ST2#B,20241225,2
057-77-1420122024-B#KIN,20241224,2
057-77-1420122024-B#KIN,20241225,2
057-9-1600122024-B#ST2,20241224,2
057-99-1820122024-B#ST2,20241224,2
057B-3-0840082024-B#ST2,20240817,2
060-1-0500092024-WIG#B,20240911,2
060-1-0500092024-WIG#B,20240912,2
060-1-0500092024-WIG#B,20240918,2
060-1-0500092024-WIG#B,20240919,2
060-1-0500092024-WIG#B,20240925,2
060-1-0500092024-WIG#B,20240926,2
060-1-0600012025-WIG#B,20250108,2
060-1-0600012025-WIG#B,20250109,2
060-1-0600122024-WIG#B,20241204,2
060-1-0600122024-WIG#B,20241205,2
060-1-0600122024-WIG#B,20241211,2
060-1-0600122024-WIG#B,20241212,2
060-2-0410092024-BAX#WIG,20240910,2
060-2-0410092024-BAX#WIG,20240911,2
060-2-0410092024-BAX#WIG,20240917,2
060-2-0410092024-BAX#WIG,20240918,2
060-2-0410092024-BAX#WIG,20240924,2
060-2-0410092024-BAX#WIG,20240925,2
