route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,001725,OCESN839559F3094352:2024-06-26T00:35:36Z,839559,1,15422,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000066,OCESN839559F3095643:2024-06-26T00:35:36Z,839559,1,15423,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000407,OCESN839559F3095647:2024-06-26T00:35:36Z,839559,1,15424,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000646,OCESN839559F3095648:2024-06-26T00:35:36Z,839559,1,15425,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000799,OCESN839559F3253936:2024-06-26T00:35:36Z,839559,1,15426,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,001835,OCESN839559F3271698:2024-06-26T00:35:36Z,839559,1,15427,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000617,OCESN839559F3287531:2024-06-26T00:35:36Z,839559,1,15428,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,001836,OCESN839559F3287532:2024-06-26T00:35:36Z,839559,1,15429,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000063,OCESN839559F3298352:2024-06-26T00:35:36Z,839559,1,15430,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000056,OCESN839559F3304766:2024-06-26T00:35:36Z,839559,1,15431,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,001837,OCESN839559F3320348:2024-06-26T00:35:36Z,839559,1,15432,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000076,OCESN839561F2879559:2024-06-26T00:35:36Z,839561,1,15433,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,001781,OCESN839561F3095650:2024-06-26T00:35:36Z,839561,1,15434,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,001780,OCESN839561F3095651:2024-06-26T00:35:36Z,839561,1,15435,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000407,OCESN839561F3119802:2024-06-26T00:35:36Z,839561,1,15436,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,001838,OCESN839561F3176898:2024-06-26T00:35:36Z,839561,1,15437,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000170,OCESN839561F3341641:2024-06-26T00:35:36Z,839561,1,15438,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,001839,OCESN839563F2480920:2024-06-26T00:35:36Z,839563,1,15439,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000517,OCESN839563F3091551:2024-06-26T00:35:36Z,839563,1,15440,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,001840,OCESN839563F3095655:2024-06-26T00:35:36Z,839563,1,15441,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000066,OCESN839563F3095656:2024-06-26T00:35:36Z,839563,1,15442,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,001841,OCESN839563F3095657:2024-06-26T00:35:36Z,839563,1,15443,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000280,OCESN839563F3095659:2024-06-26T00:35:36Z,839563,1,15444,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,001488,OCESN839563F3095823:2024-06-26T00:35:36Z,839563,1,15445,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,000349,OCESN839563F3123871:2024-06-26T00:35:36Z,839563,1,15446,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,001842,OCESN839563F3178175:2024-06-26T00:35:36Z,839563,1,15447,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,001843,OCESN839563F3230705:2024-06-26T00:35:36Z,839563,1,15448,
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,001844,OCESN839563F3258414:2024-06-26T00:35:36Z,839563,1,15449,
